order_id,source_file,Status Pesanan,status_kelompok,Opsi Pengiriman,Metode Pembayaran,Kota/Kabupaten,Provinsi,waktu_pesanan,periode_file,periode_analisis,sumber_periode,alasan_pembatalan_analisis,total_pembayaran_rp,berat_pesanan_gr,jumlah_baris_item,jumlah_item_tercatat,memiliki_baris_identik,retur_tidak_diketahui,jumlah_retur,waktu_pesanan_tidak_tersedia,jumlah_kategori,kategori_dalam_pesanan,diskon_nilai_asli_bervariasi,diskon_nilai_asli,ongkir_pembeli_nilai_asli_bervariasi,ongkir_pembeli_nilai_asli,subsidi_ongkir_nilai_asli_bervariasi,subsidi_ongkir_nilai_asli,estimasi_ongkir_nilai_asli_bervariasi,estimasi_ongkir_nilai_asli,skala_ongkir_diskon_terverifikasi,pembayaran_nol_nonbatal,outlier_total_pembayaran_rp,outlier_jumlah_item_tercatat,outlier_berat_pesanan_gr
ORD_0000001,AprilSales2024_public.xlsx,Selesai,Selesai,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA SERANG,BANTEN,2024-04-01 00:15:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),38300,1000,2,2,True,False,0,False,1,Celengan,False,0.0,False,0.0,False,10.0,False,10.0,False,False,False,False,False
ORD_0000002,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA SEMARANG,JAWA TENGAH,2024-04-01 01:47:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),18576,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,14.5,False,14.5,False,False,False,False,False
ORD_0000003,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,SeaBank Bayar Instan,KAB. BOGOR,JAWA BARAT,2024-04-01 04:25:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),7069,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,8.0,False,8.0,False,False,False,False,False
ORD_0000004,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAMBI,JAMBI,2024-04-01 04:41:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),32200,400,1,2,False,False,0,False,1,Mangkok Sambal / Saus,False,0.0,False,0.0,False,20.0,False,20.0,False,False,False,False,False
ORD_0000005,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA TANGERANG,BANTEN,2024-04-01 06:12:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada,0,1200,3,3,False,False,0,False,3,Keranjang | Other | Tempat Nasi,False,0.0,False,0.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000006,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,SPayLater,KAB. BANDUNG,JAWA BARAT,2024-04-01 07:09:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),40996,1000,1,2,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,10.0,False,10.0,False,False,False,False,False
ORD_0000007,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo-SPX Hemat,SPayLater,KOTA TANGERANG,BANTEN,2024-04-01 07:23:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada,0,1700,1,1,False,False,0,False,1,Nampan / Tray,False,0.0,False,0.0,False,0.0,False,16.0,False,False,False,False,False
ORD_0000008,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Online Payment,KAB. BOGOR,JAWA BARAT,2024-04-01 07:33:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),18280,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,8.0,False,8.0,False,False,False,False,False
ORD_0000009,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo-J&T Economy,Online Payment,KAB. GARUT,JAWA BARAT,2024-04-01 07:56:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada,0,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,0.0,False,16.5,False,False,False,False,False
ORD_0000010,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Online Payment,KAB. TEGAL,JAWA TENGAH,2024-04-01 08:27:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),92800,2150,6,6,True,False,0,False,3,Aksesoris Mandi | Celengan | Keranjang,False,0.0,False,13.0,False,20.0,False,33.0,False,False,True,True,True
ORD_0000011,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SIAK,RIAU,2024-04-01 09:02:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran,0,1000,1,2,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,0.0,False,53.0,False,False,False,False,False
ORD_0000012,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUKABUMI,JAWA BARAT,2024-04-01 10:24:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran,0,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,0.0,False,12.0,False,False,False,False,False
ORD_0000013,AprilSales2024_public.xlsx,Selesai,Selesai,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. PANDEGLANG,BANTEN,2024-04-01 10:26:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),32200,1200,1,1,False,False,0,False,1,Toples / Sealware,False,0.0,False,0.0,False,16.0,False,16.0,False,False,False,False,False
ORD_0000014,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BEKASI,JAWA BARAT,2024-04-01 10:54:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),30000,400,1,2,False,False,0,False,1,Mangkok Sambal / Saus,False,0.0,False,0.0,False,8.0,False,8.0,False,False,False,False,False
ORD_0000015,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KARANGANYAR,JAWA TENGAH,2024-04-01 12:36:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada,0,1000,1,5,False,False,0,False,1,Mangkok Sambal / Saus,False,0.0,False,0.0,False,0.0,False,22.0,False,False,False,True,False
ORD_0000016,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. BEKASI,JAWA BARAT,2024-04-01 12:41:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),24000,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,8.0,False,8.0,False,False,False,False,False
ORD_0000017,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA DEPOK,JAWA BARAT,2024-04-01 12:44:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),20800,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,8.0,False,8.0,False,False,False,False,False
ORD_0000018,AprilSales2024_public.xlsx,Selesai,Selesai,Instant (Versi Lama)-SPX Instant (Versi Lama),Saldo ShopeePay,KOTA TANGERANG,BANTEN,2024-04-01 12:51:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),124000,7000,1,1,False,False,0,False,1,Other,False,0.0,False,23.0,False,20.0,False,43.0,False,False,True,False,True
ORD_0000019,AprilSales2024_public.xlsx,Selesai,Selesai,Agen SPX Express,COD (Bayar di Tempat),KAB. LAMPUNG UTARA,LAMPUNG,2024-04-01 13:07:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),35112,600,2,2,False,False,0,False,2,Celengan | Peralatan Kamar Mandi,False,0.0,False,3.0,False,20.0,False,23.0,False,False,False,False,False
ORD_0000020,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,2024-04-01 13:46:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),14187,400,2,2,True,False,0,False,1,Nampan / Tray,False,0.0,False,0.0,False,8.0,False,8.0,False,False,False,False,False
ORD_0000021,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUBANG,JAWA BARAT,2024-04-01 13:51:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),79000,1000,2,5,False,False,0,False,1,Mangkok Sambal / Saus,False,0.0,False,0.0,False,15.0,False,15.0,False,False,False,True,False
ORD_0000022,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BONE,SULAWESI SELATAN,2024-04-01 13:53:00,2024-04,2024-04-01,2024-04,Dibatalkan secara otomatis oleh sistem. Alasan: Pengiriman gagal,0,1400,1,1,False,False,0,False,1,Rak / Rak Serbaguna,False,0.0,False,0.0,False,0.0,False,111.0,False,False,False,False,False
ORD_0000023,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA BENGKULU,BENGKULU,2024-04-01 14:01:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),72760,1700,1,1,False,False,0,False,1,Rak / Rak Serbaguna,False,0.0,False,4.0,False,40.0,False,44.0,False,False,False,False,False
ORD_0000024,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA TIMUR,DKI JAKARTA,2024-04-01 14:53:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),6200,200,1,1,False,False,0,False,1,Keranjang,False,0.0,False,0.0,False,8.0,False,8.0,False,False,False,False,False
ORD_0000025,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. SUBANG,JAWA BARAT,2024-04-01 15:25:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),134640,3000,1,15,False,False,0,False,1,Nampan / Tray,False,0.0,False,31.0,False,20.0,False,51.0,False,False,True,True,True
ORD_0000026,AprilSales2024_public.xlsx,Selesai,Selesai,Agen SPX Express,COD (Bayar di Tempat),KAB. LAMPUNG TIMUR,LAMPUNG,2024-04-01 15:27:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),163240,2000,1,10,False,False,0,False,1,Mangkok Sambal / Saus,False,0.0,False,6.0,False,40.0,False,46.0,False,False,True,True,False
ORD_0000027,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA TANGERANG,BANTEN,2024-04-01 15:52:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),42600,1200,1,1,False,False,0,False,1,Toples / Sealware,False,0.0,False,0.0,False,8.0,False,8.0,False,False,False,False,False
ORD_0000028,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. TANGERANG,BANTEN,2024-04-01 16:09:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),11000,300,1,1,False,False,0,False,1,Keranjang,False,0.0,False,0.0,False,8.0,False,8.0,False,False,False,False,False
ORD_0000029,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Online Payment,KAB. BEKASI,JAWA BARAT,2024-04-01 19:31:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),20000,600,1,2,False,False,0,False,1,Keranjang,False,0.0,False,0.0,False,8.0,False,8.0,False,False,False,False,False
ORD_0000030,AprilSales2024_public.xlsx,Selesai,Selesai,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KAB. TANGERANG,BANTEN,2024-04-01 20:41:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),18000,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,9.5,False,9.5,False,False,False,False,False
ORD_0000031,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KEBUMEN,JAWA TENGAH,2024-04-01 21:23:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),33000,200,1,1,False,False,0,False,1,Mangkok Sambal / Saus,False,0.0,False,18.0,False,0.0,False,18.0,False,False,False,False,False
ORD_0000032,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA BARAT,DKI JAKARTA,2024-04-01 21:32:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran,0,4010,2,5,False,False,0,False,2,Perlengkapan Packing | Toples / Sealware,False,0.0,False,0.0,False,0.0,False,32.0,False,False,False,True,True
ORD_0000033,AprilSales2024_public.xlsx,Selesai,Selesai,Reguler (Cashless)-SPX Standard,Kartu Kredit/Debit,KAB. LUMAJANG,JAWA TIMUR,2024-04-02 03:05:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),68500,1200,1,6,False,False,0,False,1,Mangkok Sambal / Saus,False,0.0,False,0.0,False,19.0,False,19.0,False,False,False,True,False
ORD_0000034,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. KARAWANG,JAWA BARAT,2024-04-02 05:47:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),27000,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,10.0,False,0.0,False,10.0,False,False,False,False,False
ORD_0000035,AprilSales2024_public.xlsx,Batal,Batal,Instant (Versi Lama)-GrabExpress Instant (Versi Lama),SPayLater,KOTA TANGERANG,BANTEN,2024-04-08 16:05:00,2024-04,2024-04-01,2024-04,Dibatalkan secara otomatis oleh sistem. Alasan: Penjual tidak mengatur pengiriman tepat waktu,0,600,1,3,False,False,0,False,1,Plastik / Wadah Plastik,False,0.0,False,0.0,False,0.0,False,34.0,False,False,False,False,False
ORD_0000036,AprilSales2024_public.xlsx,Selesai,Selesai,Reguler (Cashless)-J&T Express,COD (Bayar di Tempat),KAB. KEPULAUAN SIAU TAGULANDANG BIARO (SITARO),SULAWESI UTARA,2024-04-08 16:50:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),98239,200,1,1,False,False,0,False,1,Mangkok Sambal / Saus,False,0.0,False,78.499,False,0.0,False,78.499,False,False,True,False,False
ORD_0000037,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA SELATAN,DKI JAKARTA,2024-04-08 19:15:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),50000,1100,3,3,True,False,0,False,2,Celengan | Other,False,0.0,False,8.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000038,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA SUKABUMI,JAWA BARAT,2024-04-08 19:49:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),130540,4000,1,2,False,False,1,False,1,Plastik / Wadah Plastik,False,0.0,False,16.0,False,20.0,False,36.0,False,False,True,False,True
ORD_0000039,AprilSales2024_public.xlsx,Batal,Batal,Reguler (Cashless)-J&T Express,COD (Bayar di Tempat),KAB. SIDENRENG RAPPANG/RAPANG,SULAWESI SELATAN,2024-04-08 22:06:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Need to change delivery address,0,700,1,1,False,False,0,False,1,Rak / Rak Serbaguna,False,0.0,False,0.0,False,0.0,False,40.0,False,False,False,False,False
ORD_0000040,AprilSales2024_public.xlsx,Batal,Batal,Reguler (Cashless)-SPX Standard,Online Payment,KAB. GRESIK,JAWA TIMUR,2024-04-08 23:45:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada,0,100,1,2,False,False,0,False,1,Stempel / Alat Kantor,False,0.0,False,0.0,False,0.0,False,20.0,False,False,False,False,False
ORD_0000041,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KAB. GRESIK,JAWA TIMUR,2024-04-09 00:00:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),121540,150,1,3,False,False,0,False,1,Stempel / Alat Kantor,False,0.0,False,0.0,False,19.5,False,19.5,False,False,True,False,False
ORD_0000042,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA JAKARTA BARAT,DKI JAKARTA,2024-04-09 00:22:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),29912,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,8.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000043,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,SPayLater,KAB. BEKASI,JAWA BARAT,2024-04-09 01:45:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),46147,1000,2,2,True,False,0,False,1,Celengan,False,0.0,False,8.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000044,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Online Payment,KOTA TANGERANG SELATAN,BANTEN,2024-04-09 02:45:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),27000,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,8.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000045,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. LAMPUNG TENGAH,LAMPUNG,2024-04-09 08:47:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada,0,400,1,2,False,False,0,False,1,Mangkok Sambal / Saus,False,0.0,False,0.0,False,0.0,False,33.2,False,False,False,False,False
ORD_0000046,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. LAMPUNG TENGAH,LAMPUNG,2024-04-09 08:51:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),35528,400,1,2,False,False,0,False,1,Mangkok Sambal / Saus,False,0.0,False,3.2,False,30.0,False,33.2,False,False,False,False,False
ORD_0000047,AprilSales2024_public.xlsx,Selesai,Selesai,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA JAKARTA UTARA,DKI JAKARTA,2024-04-09 09:14:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),28000,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,10.0,False,0.0,False,10.0,False,False,False,False,False
ORD_0000048,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BOGOR,JAWA BARAT,2024-04-09 10:49:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),31000,700,1,1,False,False,0,False,1,Rak / Rak Serbaguna,False,0.0,False,8.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000049,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Online Payment,KOTA JAKARTA BARAT,DKI JAKARTA,2024-04-09 12:30:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),43800,1000,1,2,False,False,0,False,1,Celengan,False,0.0,False,8.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000050,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Online Payment,KAB. BOGOR,JAWA BARAT,2024-04-09 12:54:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),33000,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,8.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000051,AprilSales2024_public.xlsx,Batal,Batal,Same Day-SPX Sameday,Online Payment,KOTA TANGERANG SELATAN,BANTEN,2024-04-09 13:13:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran,0,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,0.0,False,28.5,False,False,False,False,False
ORD_0000052,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA TANGERANG SELATAN,BANTEN,2024-04-09 13:18:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),48590,1000,1,2,False,False,0,False,1,Celengan,False,0.0,False,8.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000053,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KOTA DEPOK,JAWA BARAT,2024-04-09 14:56:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),40520,400,1,2,False,False,0,False,1,Mangkok Sambal / Saus,False,0.0,False,8.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000054,AprilSales2024_public.xlsx,Batal,Batal,Agen SPX Express,COD (Bayar di Tempat),KAB. KOTA WARINGIN BARAT,KALIMANTAN TENGAH,2024-04-09 21:08:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada,0,4200,1,1,False,False,0,False,1,Rak / Rak Serbaguna,False,0.0,False,0.0,False,0.0,False,106.0,False,False,False,False,True
ORD_0000055,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TANGERANG,BANTEN,2024-04-10 00:32:00,2024-04,2024-04-01,2024-04,Dibatalkan secara otomatis oleh sistem. Alasan: Pengiriman gagal,0,1400,1,1,False,False,0,False,1,Rak / Rak Serbaguna,False,0.0,False,0.0,False,0.0,False,16.0,False,False,False,False,False
ORD_0000056,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. TEGAL,JAWA TENGAH,2024-04-10 08:13:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran,0,700,1,1,False,False,0,False,1,Rak / Rak Serbaguna,False,0.0,False,0.0,False,0.0,False,16.0,False,False,False,False,False
ORD_0000057,AprilSales2024_public.xlsx,Selesai,Selesai,Reguler (Cashless)-SPX Standard,Saldo ShopeePay,KOTA BEKASI,JAWA BARAT,2024-04-10 11:24:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),81500,2100,4,5,True,False,0,False,2,Celengan | Plastik / Wadah Plastik,False,0.0,False,0.0,False,20.0,False,20.0,False,False,False,True,False
ORD_0000058,AprilSales2024_public.xlsx,Selesai,Selesai,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KAB. BEKASI,JAWA BARAT,2024-04-10 11:40:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),19800,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,9.5,False,9.5,False,False,False,False,False
ORD_0000059,AprilSales2024_public.xlsx,Batal,Batal,Same Day-SPX Sameday,Saldo ShopeePay,KOTA TANGERANG,BANTEN,2024-04-10 11:59:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran,0,3000,3,6,True,False,0,False,1,Celengan,False,0.0,False,0.0,False,0.0,False,17.5,False,False,False,True,True
ORD_0000060,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. GARUT,JAWA BARAT,2024-04-10 13:37:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),25752,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,4.0,False,10.0,False,14.0,False,False,False,False,False
ORD_0000061,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,SPayLater,KAB. BOGOR,JAWA BARAT,2024-04-10 17:35:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),29078,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,8.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000062,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BANDUNG BARAT,JAWA BARAT,2024-04-10 20:19:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),34280,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,9.0,False,0.0,False,9.0,False,False,False,False,False
ORD_0000063,AprilSales2024_public.xlsx,Selesai,Selesai,Reguler (Cashless)-SPX Standard,COD (Bayar di Tempat),KOTA BOGOR,JAWA BARAT,2024-04-11 00:45:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),42184,1000,1,2,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,10.0,False,10.0,False,False,False,False,False
ORD_0000064,AprilSales2024_public.xlsx,Selesai,Selesai,Reguler (Cashless)-JNE Reguler,Saldo ShopeePay,KOTA BOGOR,JAWA BARAT,2024-04-11 00:47:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),12100,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,9.5,False,9.5,False,False,False,False,False
ORD_0000065,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo,Saldo ShopeePay,KOTA SALATIGA,JAWA TENGAH,2024-04-11 08:52:00,2024-04,2024-04-01,2024-04,Dibatalkan secara otomatis oleh sistem. Alasan: Pesanan belum dibayar,0,50,1,1,False,False,0,False,1,Stempel / Alat Kantor,False,0.0,False,0.0,False,0.0,False,18.0,False,False,False,False,False
ORD_0000066,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Saldo ShopeePay,KOTA JAKARTA TIMUR,DKI JAKARTA,2024-04-11 10:11:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),28800,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,8.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000067,AprilSales2024_public.xlsx,Selesai,Selesai,Hemat Kargo-SPX Hemat,Online Payment,KAB. BEKASI,JAWA BARAT,2024-04-11 10:16:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),43414,1000,2,2,True,False,0,False,1,Celengan,False,0.0,False,8.0,False,0.0,False,8.0,False,False,False,False,False
ORD_0000068,AprilSales2024_public.xlsx,Selesai,Selesai,Reguler (Cashless)-J&T Express,COD (Bayar di Tempat),KAB. KUTAI BARAT,KALIMANTAN TIMUR,2024-04-11 14:18:00,2024-04,2024-04-01,2024-04,Tidak berlaku (nonbatal),152840,600,3,3,True,False,0,False,1,Mangkok Sambal / Saus,False,0.0,False,101.0,False,0.0,False,101.0,False,False,True,False,False
ORD_0000069,AprilSales2024_public.xlsx,Batal,Batal,Hemat Kargo-SPX Hemat,COD (Bayar di Tempat),KAB. BREBES,JAWA TENGAH,2024-04-11 14:39:00,2024-04,2024-04-01,2024-04,Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran,0,500,1,1,False,False,0,False,1,Celengan,False,0.0,False,0.0,False,0.0,False,16.0,False,False,False,False,False
